Year,Province,Race,Sex,In Custody / Community,Avg Length,Arrested
2015,National,White,Male,Community,"1,366","4,825"
2015,BC,White,Male,Community,"1,283",665
2015,AB,White,Male,Community,"1,360",563
2015,SK,White,Male,Community,"1,097",117
2015,MB,White,Male,Community,"1,326",145
2015,ON,White,Male,Community,"1,316","1,070"
2015,QC,White,Male,Community,"1,490","1,679"
2015,NB,White,Male,Community,"1,398",252
2015,NL,White,Male,Community,"1,431",92
2015,PE,White,Male,Community,731,15
2015,NS,White,Male,Community,"1,089",227
2015,NW,White,Male,Community,0,0
2015,YU,White,Male,Community,0,0
2015,NU,White,Male,Community,0,0
2015,National,Aboriginal,Male,Community,"1,274","1,180"
2015,BC,Aboriginal,Male,Community,"1,465",245
2015,AB,Aboriginal,Male,Community,"1,161",237
2015,SK,Aboriginal,Male,Community,"1,165",153
2015,MB,Aboriginal,Male,Community,"1,197",166
2015,ON,Aboriginal,Male,Community,"1,232",186
2015,QC,Aboriginal,Male,Community,"1,461",131
2015,NB,Aboriginal,Male,Community,"1,638",15
2015,NL,Aboriginal,Male,Community,"1,309",7
2015,PE,Aboriginal,Male,Community,0,0
2015,NS,Aboriginal,Male,Community,917,27
2015,NW,Aboriginal,Male,Community,"1,041",5
2015,YU,Aboriginal,Male,Community,0,0
2015,NU,Aboriginal,Male,Community,"1,002",8
2015,National,Other Minority,Male,Community,"1,629",645
2015,BC,Other Minority,Male,Community,"1,908",168
2015,AB,Other Minority,Male,Community,"1,387",108
2015,SK,Other Minority,Male,Community,"1,078",29
2015,MB,Other Minority,Male,Community,"1,470",48
2015,ON,Other Minority,Male,Community,"1,670",209
2015,QC,Other Minority,Male,Community,"1,596",66
2015,NB,Other Minority,Male,Community,"1,776",6
2015,NL,Other Minority,Male,Community,"1,256",1
2015,PE,Other Minority,Male,Community,0,0
2015,NS,Other Minority,Male,Community,"1,259",10
2015,NW,Other Minority,Male,Community,0,0
2015,YU,Other Minority,Male,Community,0,0
2015,NU,Other Minority,Male,Community,0,0
2016,National,Black,Female,Community,"2,030",36
2016,BC,Black,Female,Community,0,0
2016,AB,Black,Female,Community,0,0
2016,SK,Black,Female,Community,0,1
2016,MB,Black,Female,Community,0,0
2016,ON,Black,Female,Community,"2,187",29
2016,QC,Black,Female,Community,"2,232",4
2016,NB,Black,Female,Community,0,0
2016,NL,Black,Female,Community,0,0
2016,PE,Black,Female,Community,0,0
2016,NS,Black,Female,Community,366,2
2016,NW,Black,Female,Community,0,0
2016,YU,Black,Female,Community,0,0
2016,NU,Black,Female,Community,0,0
2016,National,White,Female,Community,"1,052",293
2016,BC,White,Female,Community,"1,105",46
2016,AB,White,Female,Community,"1,072",47
2016,SK,White,Female,Community,"1,233",11
2016,MB,White,Female,Community,"1,485",6
2016,ON,White,Female,Community,822,75
2016,QC,White,Female,Community,"1,242",62
2016,NB,White,Female,Community,"1,101",18
2016,NL,White,Female,Community,"1,076",7
2016,PE,White,Female,Community,"1,096",1
2016,NS,White,Female,Community,923,19
2016,NW,White,Female,Community,0,0
2016,YU,White,Female,Community,0,1
2016,NU,White,Female,Community,0,0
2016,National,Aboriginal,Female,Community,"1,089",113
2016,BC,Aboriginal,Female,Community,"1,038",16
2016,AB,Aboriginal,Female,Community,934,29
2016,SK,Aboriginal,Female,Community,"1,008",10
2016,MB,Aboriginal,Female,Community,"1,237",11
2016,ON,Aboriginal,Female,Community,"1,062",21
2016,QC,Aboriginal,Female,Community,"1,510",12
2016,NB,Aboriginal,Female,Community,"1,731",5
2016,NL,Aboriginal,Female,Community,0,0
2016,PE,Aboriginal,Female,Community,0,0
2016,NS,Aboriginal,Female,Community,690,7
2016,NW,Aboriginal,Female,Community,0,0
2016,YU,Aboriginal,Female,Community,943,1
2016,NU,Aboriginal,Female,Community,867,1
2016,National,Other Minority,Female,Community,"1,821",51
2016,BC,Other Minority,Female,Community,"2,535",10
2016,AB,Other Minority,Female,Community,"1,194",9
2016,SK,Other Minority,Female,Community,"1,827",2
2016,MB,Other Minority,Female,Community,"1,962",3
2016,ON,Other Minority,Female,Community,"2,056",18
2016,QC,Other Minority,Female,Community,"1,254",7
2016,NB,Other Minority,Female,Community,0,0
2016,NL,Other Minority,Female,Community,0,0
2016,PE,Other Minority,Female,Community,0,0
2016,NS,Other Minority,Female,Community,731,2
2016,NW,Other Minority,Female,Community,0,0
2016,YU,Other Minority,Female,Community,0,0
2016,NU,Other Minority,Female,Community,0,0
2016,National,Black,Male,Community,"1,574",497
2016,BC,Black,Male,Community,"1,682",22
2016,AB,Black,Male,Community,"1,461",45
2016,SK,Black,Male,Community,"1,078",5
2016,MB,Black,Male,Community,"1,619",10
2016,ON,Black,Male,Community,"1,628",292
2016,QC,Black,Male,Community,"1,613",73
2016,NB,Black,Male,Community,"1,263",4
2016,NL,Black,Male,Community,0,0
2016,PE,Black,Male,Community,0,0
2016,NS,Black,Male,Community,"1,300",46
2016,NW,Black,Male,Community,0,0
2016,YU,Black,Male,Community,0,0
2016,NU,Black,Male,Community,0,0
2016,National,White,Male,Community,"1,337","4,967"
2016,BC,White,Male,Community,"1,236",676
2016,AB,White,Male,Community,"1,384",604
2016,SK,White,Male,Community,971,127
2016,MB,White,Male,Community,"1,267",136
2016,ON,White,Male,Community,"1,367","1,129"
2016,QC,White,Male,Community,"1,434","1,696"
2016,NB,White,Male,Community,"1,272",245
2016,NL,White,Male,Community,"1,218",92
2016,PE,White,Male,Community,"1,021",21
2016,NS,White,Male,Community,"1,048",238
2016,NW,White,Male,Community,0,0
2016,YU,White,Male,Community,886,3
2016,NU,White,Male,Community,0,0
2016,National,Aboriginal,Male,Community,"1,330","1,215"
2016,BC,Aboriginal,Male,Community,"1,403",255
2016,AB,Aboriginal,Male,Community,"1,318",206
2016,SK,Aboriginal,Male,Community,"1,364",174
2016,MB,Aboriginal,Male,Community,"1,189",162
2016,ON,Aboriginal,Male,Community,"1,244",187
2016,QC,Aboriginal,Male,Community,"1,519",156
2016,NB,Aboriginal,Male,Community,"1,216",22
2016,NL,Aboriginal,Male,Community,"1,142",12
2016,PE,Aboriginal,Male,Community,0,0
2016,NS,Aboriginal,Male,Community,"1,187",26
2016,NW,Aboriginal,Male,Community,"1,121",10
2016,YU,Aboriginal,Male,Community,"1,108",2
2016,NU,Aboriginal,Male,Community,973,3
2016,National,Other Minority,Male,Community,"1,703",684
2016,BC,Other Minority,Male,Community,"1,879",180
2016,AB,Other Minority,Male,Community,"1,441",133
2016,SK,Other Minority,Male,Community,"1,556",14
2016,MB,Other Minority,Male,Community,"1,571",45
2016,ON,Other Minority,Male,Community,"1,843",210
2016,QC,Other Minority,Male,Community,"1,611",87
2016,NB,Other Minority,Male,Community,"1,412",4
2016,NL,Other Minority,Male,Community,735,3
2016,PE,Other Minority,Male,Community,0,0
2016,NS,Other Minority,Male,Community,918,8
2016,NW,Other Minority,Male,Community,0,0
2016,YU,Other Minority,Male,Community,0,0
2016,NU,Other Minority,Male,Community,0,0
2017,National,Black,Female,Community,"1,949",47
2017,BC,Black,Female,Community,0,0
2017,AB,Black,Female,Community,0,0
2017,SK,Black,Female,Community,0,1
2017,MB,Black,Female,Community,0,0
2017,ON,Black,Female,Community,"2,187",37
2017,QC,Black,Female,Community,"1,493",5
2017,NB,Black,Female,Community,0,0
2017,NL,Black,Female,Community,0,0
2017,PE,Black,Female,Community,0,0
2017,NS,Black,Female,Community,807,4
2017,NW,Black,Female,Community,0,0
2017,YU,Black,Female,Community,0,0
2017,NU,Black,Female,Community,0,0
2017,National,White,Female,Community,"1,081",321
2017,BC,White,Female,Community,"1,074",44
2017,AB,White,Female,Community,"1,322",51
2017,SK,White,Female,Community,"1,442",7
2017,MB,White,Female,Community,"1,369",4
2017,ON,White,Female,Community,932,81
2017,QC,White,Female,Community,"1,105",84
2017,NB,White,Female,Community,"1,018",18
2017,NL,White,Female,Community,"1,179",6
2017,PE,White,Female,Community,966,2
2017,NS,White,Female,Community,910,23
2017,NW,White,Female,Community,0,0
2017,YU,White,Female,Community,0,1
2017,NU,White,Female,Community,0,0
2017,National,Aboriginal,Female,Community,"1,131",149
2017,BC,Aboriginal,Female,Community,"1,281",20
2017,AB,Aboriginal,Female,Community,"1,051",39
2017,SK,Aboriginal,Female,Community,951,18
2017,MB,Aboriginal,Female,Community,"1,319",19
2017,ON,Aboriginal,Female,Community,984,24
2017,QC,Aboriginal,Female,Community,"1,374",18
2017,NB,Aboriginal,Female,Community,"1,781",4
2017,NL,Aboriginal,Female,Community,0,0
2017,PE,Aboriginal,Female,Community,0,0
2017,NS,Aboriginal,Female,Community,564,6
2017,NW,Aboriginal,Female,Community,0,0
2017,YU,Aboriginal,Female,Community,943,1
2017,NU,Aboriginal,Female,Community,0,0
2017,National,Other Minority,Female,Community,"1,627",57
2017,BC,Other Minority,Female,Community,"2,264",9
2017,AB,Other Minority,Female,Community,"1,118",10
2017,SK,Other Minority,Female,Community,"1,644",3
2017,MB,Other Minority,Female,Community,"1,827",3
2017,ON,Other Minority,Female,Community,"1,762",24
2017,QC,Other Minority,Female,Community,980,5
2017,NB,Other Minority,Female,Community,0,0
2017,NL,Other Minority,Female,Community,0,0
2017,PE,Other Minority,Female,Community,0,0
2017,NS,Other Minority,Female,Community,"1,195",3
2017,NW,Other Minority,Female,Community,0,0
2017,YU,Other Minority,Female,Community,0,0
2017,NU,Other Minority,Female,Community,0,0
2017,National,Black,Male,Community,"1,670",517
2017,BC,Black,Male,Community,"1,640",23
2017,AB,Black,Male,Community,"1,494",38
2017,SK,Black,Male,Community,760,1
2017,MB,Black,Male,Community,"1,890",12
2017,ON,Black,Male,Community,"1,701",306
2017,QC,Black,Male,Community,"1,766",82
2017,NB,Black,Male,Community,999,5
2017,NL,Black,Male,Community,0,0
2017,PE,Black,Male,Community,0,0
2017,NS,Black,Male,Community,"1,503",50
2017,NW,Black,Male,Community,0,0
2017,YU,Black,Male,Community,0,0
2017,NU,Black,Male,Community,0,0
2017,National,White,Male,Community,"1,338","5,045"
2017,BC,White,Male,Community,"1,396",644
2017,AB,White,Male,Community,"1,337",617
2017,SK,White,Male,Community,890,117
2017,MB,White,Male,Community,"1,392",120
2017,ON,White,Male,Community,"1,360","1,169"
2017,QC,White,Male,Community,"1,385","1,775"
2017,NB,White,Male,Community,"1,250",231
2017,NL,White,Male,Community,"1,299",89
2017,PE,White,Male,Community,"1,056",21
2017,NS,White,Male,Community,"1,065",259
2017,NW,White,Male,Community,"2,557",1
2017,YU,White,Male,Community,366,2
2017,NU,White,Male,Community,0,0
2017,National,Aboriginal,Male,Community,"1,363","1,260"
2017,BC,Aboriginal,Male,Community,"1,520",256
2017,AB,Aboriginal,Male,Community,"1,274",207
2017,SK,Aboriginal,Male,Community,"1,395",174
2017,MB,Aboriginal,Male,Community,"1,237",151
2017,ON,Aboriginal,Male,Community,"1,282",209
2017,QC,Aboriginal,Male,Community,"1,456",182
2017,NB,Aboriginal,Male,Community,"1,368",29
2017,NL,Aboriginal,Male,Community,"1,356",4
2017,PE,Aboriginal,Male,Community,0,0
2017,NS,Aboriginal,Male,Community,"1,218",34
2017,NW,Aboriginal,Male,Community,"1,318",8
2017,YU,Aboriginal,Male,Community,761,2
2017,NU,Aboriginal,Male,Community,"1,008",4
2017,National,Other Minority,Male,Community,"1,711",727
2017,BC,Other Minority,Male,Community,"2,014",171
2017,AB,Other Minority,Male,Community,"1,362",130
2017,SK,Other Minority,Male,Community,"1,365",20
2017,MB,Other Minority,Male,Community,"1,809",38
2017,ON,Other Minority,Male,Community,"1,864",227
2017,QC,Other Minority,Male,Community,"1,475",108
2017,NB,Other Minority,Male,Community,"1,647",9
2017,NL,Other Minority,Male,Community,"1,226",5
2017,PE,Other Minority,Male,Community,731,1
2017,NS,Other Minority,Male,Community,"1,240",18
2017,NW,Other Minority,Male,Community,0,0
2017,YU,Other Minority,Male,Community,0,0
2017,NU,Other Minority,Male,Community,0,0
2018,National,Black,Female,Community,"2,044",39
2018,BC,Black,Female,Community,0,0
2018,AB,Black,Female,Community,"1,065",1
2018,SK,Black,Female,Community,0,1
2018,MB,Black,Female,Community,0,0
2018,ON,Black,Female,Community,"2,313",32
2018,QC,Black,Female,Community,815,4
2018,NB,Black,Female,Community,0,0
2018,NL,Black,Female,Community,0,0
2018,PE,Black,Female,Community,0,0
2018,NS,Black,Female,Community,"1,400",1
2018,NW,Black,Female,Community,0,0
2018,YU,Black,Female,Community,0,0
2018,NU,Black,Female,Community,0,0
2018,National,White,Female,Community,"1,045",363
2018,BC,White,Female,Community,870,52
2018,AB,White,Female,Community,"1,185",46
2018,SK,White,Female,Community,"1,345",13
2018,MB,White,Female,Community,"1,396",6
2018,ON,White,Female,Community,"1,056",108
2018,QC,White,Female,Community,"1,036",87
2018,NB,White,Female,Community,"1,068",13
2018,NL,White,Female,Community,"1,141",7
2018,PE,White,Female,Community,887,3
2018,NS,White,Female,Community,921,27
2018,NW,White,Female,Community,0,0
2018,YU,White,Female,Community,0,1
2018,NU,White,Female,Community,0,0
2018,National,Aboriginal,Female,Community,"1,054",160
2018,BC,Aboriginal,Female,Community,904,30
2018,AB,Aboriginal,Female,Community,"1,025",34
2018,SK,Aboriginal,Female,Community,"1,057",20
2018,MB,Aboriginal,Female,Community,"1,327",21
2018,ON,Aboriginal,Female,Community,"1,054",33
2018,QC,Aboriginal,Female,Community,"1,035",10
2018,NB,Aboriginal,Female,Community,"1,563",5
2018,NL,Aboriginal,Female,Community,0,0
2018,PE,Aboriginal,Female,Community,0,0
2018,NS,Aboriginal,Female,Community,639,6
2018,NW,Aboriginal,Female,Community,0,0
2018,YU,Aboriginal,Female,Community,943,1
2018,NU,Aboriginal,Female,Community,0,0
2018,National,Other Minority,Female,Community,"1,589",64
2018,BC,Other Minority,Female,Community,"1,598",13
2018,AB,Other Minority,Female,Community,"1,261",14
2018,SK,Other Minority,Female,Community,"1,280",1
2018,MB,Other Minority,Female,Community,"1,897",3
2018,ON,Other Minority,Female,Community,"1,820",24
2018,QC,Other Minority,Female,Community,"1,238",5
2018,NB,Other Minority,Female,Community,731,1
2018,NL,Other Minority,Female,Community,0,0
2018,PE,Other Minority,Female,Community,0,0
2018,NS,Other Minority,Female,Community,"1,888",3
2018,NW,Other Minority,Female,Community,0,0
2018,YU,Other Minority,Female,Community,0,0
2018,NU,Other Minority,Female,Community,0,0
2018,National,Black,Male,Community,"1,745",566
2018,BC,Black,Male,Community,"1,740",19
2018,AB,Black,Male,Community,"1,575",53
2018,SK,Black,Male,Community,0,0
2018,MB,Black,Male,Community,"1,475",10
2018,ON,Black,Male,Community,"1,788",334
2018,QC,Black,Male,Community,"1,792",95
2018,NB,Black,Male,Community,"2,888",9
2018,NL,Black,Male,Community,"1,067",1
2018,PE,Black,Male,Community,"1,096",1
2018,NS,Black,Male,Community,"1,392",43
2018,NW,Black,Male,Community,0,0
2018,YU,Black,Male,Community,915,1
2018,NU,Black,Male,Community,0,0
2018,National,White,Male,Community,"1,367","5,282"
2018,BC,White,Male,Community,"1,404",656
2018,AB,White,Male,Community,"1,304",654
2018,SK,White,Male,Community,902,110
2018,MB,White,Male,Community,"1,450",130
2018,ON,White,Male,Community,"1,373","1,252"
2018,QC,White,Male,Community,"1,433","1,872"
2018,NB,White,Male,Community,"1,373",248
2018,NL,White,Male,Community,"1,274",73
2018,PE,White,Male,Community,"1,170",23
2018,NS,White,Male,Community,"1,113",261
2018,NW,White,Male,Community,"2,557",1
2018,YU,White,Male,Community,397,2
2018,NU,White,Male,Community,0,0
2018,National,Aboriginal,Male,Community,"1,368","1,332"
2018,BC,Aboriginal,Male,Community,"1,479",291
2018,AB,Aboriginal,Male,Community,"1,264",225
2018,SK,Aboriginal,Male,Community,"1,410",185
2018,MB,Aboriginal,Male,Community,"1,263",166
2018,ON,Aboriginal,Male,Community,"1,318",204
2018,QC,Aboriginal,Male,Community,"1,472",184
2018,NB,Aboriginal,Male,Community,"1,327",28
2018,NL,Aboriginal,Male,Community,981,8
2018,PE,Aboriginal,Male,Community,0,0
2018,NS,Aboriginal,Male,Community,"1,222",31
2018,NW,Aboriginal,Male,Community,896,6
2018,YU,Aboriginal,Male,Community,0,0
2018,NU,Aboriginal,Male,Community,"2,271",4
2018,National,Other Minority,Male,Community,"1,692",832
2018,BC,Other Minority,Male,Community,"1,973",164
2018,AB,Other Minority,Male,Community,"1,468",133
2018,SK,Other Minority,Male,Community,"1,065",43
2018,MB,Other Minority,Male,Community,"1,734",38
2018,ON,Other Minority,Male,Community,"1,778",306
2018,QC,Other Minority,Male,Community,"1,596",124
2018,NB,Other Minority,Male,Community,"1,922",8
2018,NL,Other Minority,Male,Community,990,5
2018,PE,Other Minority,Male,Community,0,0
2018,NS,Other Minority,Male,Community,"1,357",10
2018,NW,Other Minority,Male,Community,"1,270",1
2018,YU,Other Minority,Male,Community,0,0
2018,NU,Other Minority,Male,Community,0,0
